acdnt_type,no,ocrn_dt,adstrd_code,stdg_code,stdg_nm,ctpv_code,sgg_code,lot,wrngdo_drver_age,wrngdo_drver_sexdstn,sgg_nm,road_stle,sufrer_age,caslt_cnt,acdnt_no,ctpv_nm,sufrer_sexdstn,lat,crtr_ymd,adstrd_nm
차대사람 - 횡단중,1499,2017년 10월 27일 17시,3020054700,3020012000,지족동,3000000000,3020000000,1819994,65세,남,유성구,교차로 - 교차로부근,56세,1,2017102700100513,대전광역시,여,984310,2017-10-27,노은2동
차대차 - 추돌,1500,2017년 10월 27일 17시,3020053000,3020011100,봉명동,3000000000,3020000000,1817553,23세,남,유성구,교차로 - 교차로부근,61세,1,2017102700100514,대전광역시,남,985816,2017-10-27,온천1동
차대차 - 측면충돌,1501,2017년 10월 27일 17시,3020055000,3020012600,가정동,3000000000,3020000000,1820089,53세,여,유성구,교차로 - 교차로안,34세,1,2017102700100515,대전광역시,남,989118,2017-10-27,신성동
차대차 - 기타,1502,2017년 10월 27일 18시,3020053000,3020011200,구암동,3000000000,3020000000,1817109,59세,여,유성구,교차로 - 교차로안,57세,2,2017102700100593,대전광역시,남,985063,2017-10-27,온천1동
차대사람 - 횡단중,1504,2017년 10월 28일 19시,3020052000,3020010100,원내동,3000000000,3020000000,1811396,50세,남,유성구,교차로 - 교차로부근,73세,1,2017102800100682,대전광역시,여,983846,2017-10-28,진잠동
차대차 - 추돌,1505,2017년 10월 28일 21시,3020054800,3020013900,반석동,3000000000,3020000000,1821590,61세,남,유성구,단일로 - 기타,44세,1,2017102800100753,대전광역시,남,983239,2017-10-28,노은3동
차대차 - 추돌,1506,2017년 10월 28일 21시,3020053000,3020011100,봉명동,3000000000,3020000000,1818003,49세,남,유성구,교차로 - 교차로부근,59세,2,2017102800100754,대전광역시,남,987219,2017-10-28,온천1동
차대차 - 추돌,1507,2017년 10월 29일 04시,3020052000,3020011000,방동,3000000000,3020000000,1809613,58세,남,유성구,단일로 - 기타,41세,2,2017102900100086,대전광역시,남,982926,2017-10-29,진잠동
차대차 - 추돌,1508,2017년 10월 29일 08시,3020054000,3020011700,장대동,3000000000,3020000000,1817959,65세,남,유성구,단일로 - 기타,47세,1,2017102900100126,대전광역시,여,985082,2017-10-29,온천2동
차대사람 - 횡단중,1509,2017년 10월 29일 09시,3020053000,3020011100,봉명동,3000000000,3020000000,1817451,53세,여,유성구,단일로 - 기타,40세,1,2017102900100146,대전광역시,남,986375,2017-10-29,온천1동
차대차 - 측면충돌,1510,2017년 10월 29일 12시,3020054800,3020013900,반석동,3000000000,3020000000,1821994,37세,남,유성구,교차로 - 교차로안,75세,1,2017102900100211,대전광역시,남,982872,2017-10-29,노은3동
차대차 - 측면충돌,1511,2017년 10월 29일 13시,3020060000,3020014300,탑립동,3000000000,3020000000,1824869,55세,남,유성구,교차로 - 교차로안,63세,2,2017102900100239,대전광역시,남,991663,2017-10-29,관평동
차량단독 - 기타,1512,2017년 10월 29일 18시,3020053000,3020011100,봉명동,3000000000,3020000000,1817400,57세,남,유성구,단일로 - 기타,,1,2017102900100432,대전광역시,,985740,2017-10-29,온천1동
차대차 - 측면충돌,1513,2017년 10월 30일 01시,3020058000,3020014500,봉산동,3000000000,3020000000,1826530,25세,남,유성구,교차로 - 교차로안,52세,2,2017103000100047,대전광역시,남,990293,2017-10-30,구즉동
차대차 - 추돌,1514,2017년 10월 30일 08시,3020057000,3020014000,문지동,3000000000,3020000000,1821904,66세,남,유성구,교차로 - 교차로안,32세,1,2017103000100194,대전광역시,남,991643,2017-10-30,전민동
차대차 - 추돌,1515,2017년 10월 30일 14시,3020057000,3020014200,원촌동,3000000000,3020000000,1820263,64세,남,유성구,단일로 - 기타,21세,2,2017103000100402,대전광역시,남,991717,2017-10-30,전민동
차대차 - 기타,1517,2017년 10월 30일 18시,3020054000,3020011700,장대동,3000000000,3020000000,1818788,30세,여,유성구,단일로 - 기타,56세,1,2017103000100614,대전광역시,남,985423,2017-10-30,온천2동
차대차 - 추돌,1518,2017년 10월 30일 21시,3020054600,3020011900,노은동,3000000000,3020000000,1818786,46세,남,유성구,교차로 - 교차로부근,56세,2,2017103000100723,대전광역시,남,984492,2017-10-30,노은1동
차대차 - 측면충돌,1519,2017년 10월 30일 23시,3020057000,3020014100,전민동,3000000000,3020000000,1822462,69세,남,유성구,교차로 - 교차로안,72세,2,2017103000100763,대전광역시,남,991292,2017-10-30,전민동
차대차 - 추돌,1520,2017년 10월 31일 00시,3020054800,3020013900,반석동,3000000000,3020000000,1822072,20세,남,유성구,단일로 - 기타,59세,1,2017103100100031,대전광역시,남,983114,2017-10-31,노은3동
차대차 - 기타,1521,2017년 10월 31일 09시,3020053000,3020011100,봉명동,3000000000,3020000000,1817674,65세,남,유성구,교차로 - 교차로안,44세,3,2017103100100227,대전광역시,남,986485,2017-10-31,온천1동
차대차 - 기타,1522,2017년 10월 31일 13시,3020060000,3020014600,관평동,3000000000,3020000000,1826209,63세,남,유성구,교차로 - 교차로안,72세,2,2017103100100359,대전광역시,남,990158,2017-10-31,관평동
차대차 - 측면충돌,1523,2017년 10월 31일 15시,3020055000,3020012700,도룡동,3000000000,3020000000,1820236,43세,여,유성구,단일로 - 기타,40세,1,2017103100100459,대전광역시,여,989107,2017-10-31,신성동
차대사람 - 기타,1524,2017년 10월 31일 16시,3020053000,3020011200,구암동,3000000000,3020000000,1817030,40세,남,유성구,단일로 - 기타,16세,1,2017103100100504,대전광역시,여,984889,2017-10-31,온천1동
차대차 - 추돌,1525,2017년 10월 31일 18시,3020057000,3020014000,문지동,3000000000,3020000000,1821773,45세,여,유성구,단일로 - 기타,39세,4,2017103100100610,대전광역시,여,991475,2017-10-31,전민동
차대차 - 추돌,1526,2017년 10월 31일 19시,3020058000,3020014700,송강동,3000000000,3020000000,1825899,48세,남,유성구,단일로 - 기타,42세,3,2017103100100651,대전광역시,남,989861,2017-10-31,구즉동
차대차 - 측면충돌,1527,2017년 11월 01일 07시,3020052700,3020011500,상대동,3000000000,3020000000,1816211,36세,남,유성구,교차로 - 교차로안,62세,1,2017110100100141,대전광역시,남,985557,2017-11-01,상대동
차대차 - 측면충돌,1528,2017년 11월 01일 08시,3020052600,3020011300,덕명동,3000000000,3020000000,1816476,49세,남,유성구,교차로 - 교차로안,23세,1,2017110100100183,대전광역시,남,982423,2017-11-01,학하동
차량단독 - 기타,1529,2017년 11월 01일 11시,3020054700,3020012000,지족동,3000000000,3020000000,1821048,51세,남,유성구,단일로 - 기타,,1,2017110100100272,대전광역시,,983713,2017-11-01,노은2동
차대차 - 추돌,1530,2017년 11월 01일 13시,3020054800,3020013900,반석동,3000000000,3020000000,1822136,53세,여,유성구,단일로 - 기타,42세,1,2017110100100337,대전광역시,남,983104,2017-11-01,노은3동
차대차 - 후진중충돌,1531,2017년 11월 01일 16시,3020054700,3020012100,죽동,3000000000,3020000000,1820194,67세,남,유성구,주차장 - 주차장,38세,1,2017110100100445,대전광역시,여,984356,2017-11-01,노은2동
차대사람 - 기타,1532,2017년 11월 01일 17시,3020053000,3020011100,봉명동,3000000000,3020000000,1817591,67세,남,유성구,단일로 - 기타,68세,1,2017110100100494,대전광역시,남,985128,2017-11-01,온천1동
차대차 - 기타,1533,2017년 11월 01일 19시,3020060000,3020014300,탑립동,3000000000,3020000000,1824370,29세,여,유성구,교차로 - 교차로안,20세,1,2017110100100627,대전광역시,남,992085,2017-11-01,관평동
차대사람 - 기타,1534,2017년 11월 01일 19시,3020058000,3020014700,송강동,3000000000,3020000000,1826217,51세,남,유성구,단일로 - 기타,51세,1,2017110100100628,대전광역시,남,989868,2017-11-01,구즉동
차대차 - 기타,1535,2017년 11월 01일 19시,3020054800,3020013900,반석동,3000000000,3020000000,1822023,55세,남,유성구,단일로 - 기타,9세,1,2017110100100629,대전광역시,남,982994,2017-11-01,노은3동
차대차 - 추돌,1536,2017년 11월 01일 19시,3020052000,3020010200,교촌동,3000000000,3020000000,1812714,44세,여,유성구,교차로 - 교차로안,34세,1,2017110100100630,대전광역시,여,983612,2017-11-01,진잠동
차대차 - 기타,1537,2017년 11월 01일 20시,3020054600,3020011900,노은동,3000000000,3020000000,1818862,53세,남,유성구,교차로 - 교차로안,27세,1,2017110100100665,대전광역시,남,984154,2017-11-01,노은1동
차대차 - 기타,1538,2017년 11월 01일 20시,3020054600,3020011800,갑동,3000000000,3020000000,1818102,45세,남,유성구,단일로 - 기타,48세,1,2017110100100666,대전광역시,여,981143,2017-11-01,노은1동
차대차 - 측면충돌,1539,2017년 11월 02일 15시,3020055000,3020013000,화암동,3000000000,3020000000,1823543,73세,남,유성구,단일로 - 기타,25세,1,2017110200100329,대전광역시,남,989265,2017-11-02,신성동
차대차 - 측면충돌,1540,2017년 11월 02일 16시,3020054600,3020011800,갑동,3000000000,3020000000,1818076,81세,남,유성구,단일로 - 기타,32세,1,2017110200100363,대전광역시,여,981231,2017-11-02,노은1동
차대차 - 측면충돌,1541,2017년 11월 02일 20시,3020054000,3020011700,장대동,3000000000,3020000000,1817820,59세,여,유성구,교차로 - 교차로부근,35세,1,2017110200100530,대전광역시,남,984905,2017-11-02,온천2동
차대차 - 측면충돌,1542,2017년 11월 03일 11시,3020060000,3020014400,용산동,3000000000,3020000000,1825398,38세,남,유성구,교차로 - 교차로안,66세,1,2017110300100296,대전광역시,남,991185,2017-11-03,관평동
차대사람 - 기타,1543,2017년 11월 03일 12시,3020057000,3020014100,전민동,3000000000,3020000000,1822502,48세,남,유성구,단일로 - 기타,52세,1,2017110300100332,대전광역시,남,990792,2017-11-03,전민동
차대차 - 기타,1544,2017년 11월 03일 15시,3020052000,3020010100,원내동,3000000000,3020000000,1810841,55세,여,유성구,단일로 - 기타,37세,2,2017110300100428,대전광역시,여,983598,2017-11-03,진잠동
차대차 - 기타,1545,2017년 11월 03일 15시,3020054700,3020012000,지족동,3000000000,3020000000,1819849,46세,여,유성구,교차로 - 교차로안,37세,1,2017110300100429,대전광역시,여,983671,2017-11-03,노은2동
차대차 - 측면충돌,1546,2017년 11월 03일 20시,3020054000,3020012200,궁동,3000000000,3020000000,1818133,71세,남,유성구,단일로 - 기타,31세,1,2017110300100684,대전광역시,남,986603,2017-11-03,온천2동
차대차 - 추돌,1547,2017년 11월 03일 20시,3020052700,3020011500,상대동,3000000000,3020000000,1816512,미분류,기타불명,유성구,교차로 - 교차로부근,61세,1,2017110300100685,대전광역시,남,985245,2017-11-03,상대동
차대사람 - 기타,1549,2017년 11월 03일 22시,3020054000,3020011700,장대동,3000000000,3020000000,1818278,30세,남,유성구,교차로 - 교차로부근,31세,1,2017110300100747,대전광역시,남,985353,2017-11-03,온천2동
차대사람 - 길가장자리구역통행중,1550,2017년 11월 03일 23시,3020054000,3020012200,궁동,3000000000,3020000000,1818164,16세,남,유성구,단일로 - 기타,23세,1,2017110300100773,대전광역시,남,986601,2017-11-03,온천2동
차대차 - 추돌,1551,2017년 11월 03일 23시,3020054000,3020012200,궁동,3000000000,3020000000,1818056,42세,여,유성구,교차로 - 교차로안,22세,2,2017110300100774,대전광역시,남,985786,2017-11-03,온천2동
차대차 - 측면충돌,1552,2017년 11월 04일 01시,3020052600,3020010500,학하동,3000000000,3020000000,1816047,22세,남,유성구,교차로 - 교차로안,28세,5,2017110400100049,대전광역시,남,982568,2017-11-04,학하동
차대차 - 기타,1553,2017년 11월 04일 18시,3020054000,3020012100,죽동,3000000000,3020000000,1819131,54세,남,유성구,교차로 - 교차로안,28세,1,2017110400100504,대전광역시,여,985447,2017-11-04,온천2동
차대차 - 기타,1554,2017년 11월 04일 20시,3020055000,3020013000,화암동,3000000000,3020000000,1824337,33세,남,유성구,교차로 - 교차로안,46세,1,2017110400100571,대전광역시,여,989047,2017-11-04,신성동
차대차 - 기타,1555,2017년 11월 05일 01시,3020061000,3020011100,봉명동,3000000000,3020000000,1816812,33세,남,유성구,교차로 - 교차로부근,25세,2,2017110500100045,대전광역시,남,985711,2017-11-05,원신흥동
차대차 - 추돌,1556,2017년 11월 05일 07시,3020054600,3020011800,갑동,3000000000,3020000000,1818105,65세,남,유성구,단일로 - 기타,60세,1,2017110500100100,대전광역시,남,981629,2017-11-05,노은1동
차대차 - 기타,1557,2017년 11월 05일 08시,3020061000,3020011100,봉명동,3000000000,3020000000,1816797,54세,여,유성구,교차로 - 교차로안,76세,2,2017110500100113,대전광역시,남,986343,2017-11-05,원신흥동
차대차 - 기타,1558,2017년 11월 05일 10시,3020053000,3020011100,봉명동,3000000000,3020000000,1816838,61세,여,유성구,교차로 - 교차로부근,27세,1,2017110500100159,대전광역시,남,985585,2017-11-05,온천1동
차대차 - 기타,1559,2017년 11월 05일 11시,3020054800,3020013900,반석동,3000000000,3020000000,1821830,57세,남,유성구,교차로 - 교차로부근,39세,2,2017110500100180,대전광역시,남,983253,2017-11-05,노은3동
차대사람 - 기타,1560,2017년 11월 05일 15시,3020054000,3020012400,구성동,3000000000,3020000000,1820019,미분류,기타불명,유성구,기타 - 기타,6세,1,2017110500100303,대전광역시,남,988887,2017-11-05,온천2동
차대차 - 추돌,1561,2017년 11월 05일 19시,3020052600,3020011600,복용동,3000000000,3020000000,1816284,23세,남,유성구,단일로 - 기타,52세,2,2017110500100432,대전광역시,남,983933,2017-11-05,학하동
차대사람 - 횡단중,1562,2017년 11월 06일 05시,3020053000,3020011100,봉명동,3000000000,3020000000,1817533,80세,남,유성구,교차로 - 교차로부근,69세,1,2017110600100063,대전광역시,여,985813,2017-11-06,온천1동
차대차 - 측면충돌,1563,2017년 11월 06일 07시,3020053000,3020011100,봉명동,3000000000,3020000000,1817158,42세,남,유성구,교차로 - 교차로안,48세,1,2017110600100110,대전광역시,남,986388,2017-11-06,온천1동
차대차 - 측면충돌,1564,2017년 11월 06일 11시,3020058000,3020014500,봉산동,3000000000,3020000000,1826491,32세,남,유성구,교차로 - 교차로안,65세,1,2017110600100248,대전광역시,남,989863,2017-11-06,구즉동
차대차 - 측면충돌,1565,2017년 11월 06일 15시,3020058000,3020015200,둔곡동,3000000000,3020000000,1828616,57세,남,유성구,단일로 - 기타,51세,2,2017110600100378,대전광역시,남,988319,2017-11-06,구즉동
차대사람 - 기타,1566,2017년 11월 06일 15시,3020053000,3020011100,봉명동,3000000000,3020000000,1817529,41세,여,유성구,단일로 - 기타,9세,1,2017110600100379,대전광역시,남,985825,2017-11-06,온천1동
차대차 - 추돌,1567,2017년 11월 06일 16시,3020054700,3020012000,지족동,3000000000,3020000000,1820434,53세,남,유성구,단일로 - 기타,49세,10,2017110600100415,대전광역시,여,984092,2017-11-06,노은2동
차대차 - 추돌,1568,2017년 11월 06일 18시,3020058000,3020014500,봉산동,3000000000,3020000000,1826298,49세,남,유성구,교차로 - 교차로부근,54세,1,2017110600100535,대전광역시,남,990025,2017-11-06,구즉동
차대차 - 측면충돌,1569,2017년 11월 06일 20시,3020054000,3020011700,장대동,3000000000,3020000000,1818128,40세,남,유성구,교차로 - 교차로부근,49세,2,2017110600100595,대전광역시,남,985265,2017-11-06,온천2동
차대차 - 추돌,1570,2017년 11월 06일 20시,3020061000,3020011100,봉명동,3000000000,3020000000,1816763,54세,남,유성구,교차로 - 교차로부근,59세,1,2017110600100596,대전광역시,여,986354,2017-11-06,원신흥동
차대차 - 기타,1571,2017년 11월 07일 00시,3020054000,3020012100,죽동,3000000000,3020000000,1819126,49세,여,유성구,교차로 - 교차로안,36세,1,2017110700100036,대전광역시,남,985207,2017-11-07,온천2동
차대사람 - 횡단중,1572,2017년 11월 07일 06시,3020053000,3020011100,봉명동,3000000000,3020000000,1817429,53세,여,유성구,단일로 - 기타,46세,1,2017110700100096,대전광역시,남,986499,2017-11-07,온천1동
차대차 - 추돌,1573,2017년 11월 07일 09시,3020054000,3020012400,구성동,3000000000,3020000000,1818707,73세,남,유성구,단일로 - 기타,52세,4,2017110700100194,대전광역시,남,987869,2017-11-07,온천2동
차대차 - 측면충돌,1574,2017년 11월 07일 19시,3020061000,3020011100,봉명동,3000000000,3020000000,1816743,48세,남,유성구,단일로 - 기타,44세,9,2017110700100550,대전광역시,남,985671,2017-11-07,원신흥동
차대차 - 기타,1575,2017년 11월 08일 05시,3020058000,3020014500,봉산동,3000000000,3020000000,1826323,62세,남,유성구,단일로 - 기타,59세,4,2017110800100078,대전광역시,남,990066,2017-11-08,구즉동
차량단독 - 기타,1576,2017년 11월 08일 08시,3020053000,3020011100,봉명동,3000000000,3020000000,1817421,55세,남,유성구,단일로 - 기타,,1,2017110800100174,대전광역시,,985813,2017-11-08,온천1동
차량단독 - 기타,1577,2017년 11월 08일 16시,3020053000,3020011100,봉명동,3000000000,3020000000,1817531,57세,남,유성구,단일로 - 기타,,1,2017110800100445,대전광역시,,985825,2017-11-08,온천1동
차대차 - 측면충돌,1578,2017년 11월 08일 18시,3020052000,3020010400,용계동,3000000000,3020000000,1814838,47세,여,유성구,교차로 - 교차로안,49세,3,2017110800100556,대전광역시,남,983276,2017-11-08,진잠동
차대차 - 측면충돌,1579,2017년 11월 08일 18시,3020054000,3020012200,궁동,3000000000,3020000000,1818309,43세,남,유성구,단일로 - 기타,29세,1,2017110800100557,대전광역시,여,986008,2017-11-08,온천2동
차대차 - 측면충돌,1580,2017년 11월 08일 20시,3020054000,3020011700,장대동,3000000000,3020000000,1818014,31세,남,유성구,교차로 - 교차로안,32세,9,2017110800100632,대전광역시,남,984347,2017-11-08,온천2동
차대차 - 측면충돌,1581,2017년 11월 08일 20시,3020057000,3020014100,전민동,3000000000,3020000000,1822425,13세,남,유성구,교차로 - 교차로안,28세,1,2017110800100633,대전광역시,남,991389,2017-11-08,전민동
차대차 - 측면충돌,1582,2017년 11월 09일 08시,3020061000,3020011100,봉명동,3000000000,3020000000,1817165,52세,남,유성구,교차로 - 교차로안,25세,2,2017110900100157,대전광역시,남,986070,2017-11-09,원신흥동
차대차 - 측면충돌,1583,2017년 11월 09일 16시,3020061000,3020011400,원신흥동,3000000000,3020000000,1815951,43세,남,유성구,단일로 - 기타,44세,1,2017110900100414,대전광역시,여,986336,2017-11-09,원신흥동
차대차 - 정면충돌,1584,2017년 11월 09일 17시,3020057000,3020014100,전민동,3000000000,3020000000,1822713,48세,여,유성구,교차로 - 교차로안,61세,1,2017110900100456,대전광역시,남,991462,2017-11-09,전민동
차대사람 - 횡단중,1585,2017년 11월 09일 18시,3020053000,3020011100,봉명동,3000000000,3020000000,1817629,25세,여,유성구,단일로 - 기타,45세,1,2017110900100535,대전광역시,여,985342,2017-11-09,온천1동
차대차 - 추돌,1586,2017년 11월 10일 16시,3020053000,3020011200,구암동,3000000000,3020000000,1818133,70세,남,유성구,단일로 - 기타,46세,1,2017111000100436,대전광역시,남,982549,2017-11-10,온천1동
차대차 - 기타,1587,2017년 11월 10일 17시,3020054000,3020012200,궁동,3000000000,3020000000,1818105,34세,남,유성구,단일로 - 기타,60세,1,2017111000100488,대전광역시,남,986012,2017-11-10,온천2동
차대차 - 측면충돌,1588,2017년 11월 10일 17시,3020057000,3020014200,원촌동,3000000000,3020000000,1820291,65세,남,유성구,교차로 - 교차로부근,41세,2,2017111000100489,대전광역시,여,991644,2017-11-10,전민동
차대사람 - 길가장자리구역통행중,1589,2017년 11월 10일 19시,3020054000,3020011700,장대동,3000000000,3020000000,1817783,28세,남,유성구,단일로 - 기타,24세,1,2017111000100618,대전광역시,여,985380,2017-11-10,온천2동
차대차 - 추돌,1590,2017년 11월 11일 07시,3020054700,3020012000,지족동,3000000000,3020000000,1821072,34세,여,유성구,교차로 - 교차로부근,48세,2,2017111100100143,대전광역시,여,983725,2017-11-11,노은2동
차대차 - 기타,1591,2017년 11월 11일 09시,3020054600,3020011900,노은동,3000000000,3020000000,1818664,42세,남,유성구,교차로 - 교차로안,51세,2,2017111100100189,대전광역시,남,984077,2017-11-11,노은1동
차대차 - 기타,1592,2017년 11월 11일 12시,3020054000,3020012200,궁동,3000000000,3020000000,1818300,21세,남,유성구,교차로 - 교차로부근,31세,2,2017111100100303,대전광역시,남,986056,2017-11-11,온천2동
차대차 - 기타,1593,2017년 11월 11일 15시,3020054600,3020011900,노은동,3000000000,3020000000,1818995,48세,남,유성구,기타 - 기타,44세,2,2017111100100425,대전광역시,여,984672,2017-11-11,노은1동
차대차 - 기타,1594,2017년 11월 11일 16시,3020055000,3020012700,도룡동,3000000000,3020000000,1820297,32세,남,유성구,단일로 - 기타,27세,1,2017111100100469,대전광역시,남,989118,2017-11-11,신성동
차대차 - 기타,1595,2017년 11월 11일 17시,3020054000,3020011700,장대동,3000000000,3020000000,1818301,56세,남,유성구,교차로 - 교차로안,27세,1,2017111100100516,대전광역시,남,985348,2017-11-11,온천2동
차대차 - 기타,1596,2017년 11월 11일 19시,3020052600,3020010500,학하동,3000000000,3020000000,1815240,52세,남,유성구,단일로 - 기타,37세,4,2017111100100618,대전광역시,남,983177,2017-11-11,학하동
차대차 - 추돌,1597,2017년 11월 12일 09시,3020054700,3020012000,지족동,3000000000,3020000000,1820348,38세,남,유성구,단일로 - 기타,26세,1,2017111200100136,대전광역시,남,984108,2017-11-12,노은2동
차대차 - 정면충돌,1598,2017년 11월 12일 11시,3020058000,3020014700,송강동,3000000000,3020000000,1826512,30세,남,유성구,교차로 - 교차로안,12세,1,2017111200100186,대전광역시,남,989719,2017-11-12,구즉동
차대차 - 측면충돌,1599,2017년 11월 12일 12시,3020054000,3020012200,궁동,3000000000,3020000000,1818362,56세,남,유성구,단일로 - 기타,57세,1,2017111200100214,대전광역시,남,986072,2017-11-12,온천2동
차대차 - 측면충돌,1600,2017년 11월 12일 15시,3020053000,3020011200,구암동,3000000000,3020000000,1817233,56세,남,유성구,교차로 - 교차로안,38세,2,2017111200100324,대전광역시,남,984679,2017-11-12,온천1동
차대차 - 추돌,1601,2017년 11월 12일 17시,3020058000,3020015200,둔곡동,3000000000,3020000000,1828821,49세,남,유성구,단일로 - 터널,34세,2,2017111200100394,대전광역시,남,988343,2017-11-12,구즉동
차대차 - 기타,1602,2017년 11월 13일 10시,3020052000,3020010100,원내동,3000000000,3020000000,1812031,35세,남,유성구,단일로 - 기타,32세,1,2017111300100218,대전광역시,여,983848,2017-11-13,진잠동
차대차 - 측면충돌,1603,2017년 11월 13일 17시,3020054600,3020011900,노은동,3000000000,3020000000,1818987,66세,남,유성구,단일로 - 기타,77세,1,2017111300100466,대전광역시,남,984469,2017-11-13,노은1동
차대차 - 정면충돌,1604,2017년 11월 13일 19시,3020061000,3020011400,원신흥동,3000000000,3020000000,1814993,42세,여,유성구,교차로 - 교차로안,61세,2,2017111300100550,대전광역시,남,986380,2017-11-13,원신흥동
차대차 - 측면충돌,1605,2017년 11월 14일 10시,3020053000,3020011100,봉명동,3000000000,3020000000,1817302,47세,남,유성구,교차로 - 교차로안,21세,2,2017111400100218,대전광역시,남,985649,2017-11-14,온천1동
차대사람 - 기타,1606,2017년 11월 14일 12시,3020054000,3020012400,구성동,3000000000,3020000000,1819328,18세,남,유성구,교차로 - 교차로부근,21세,1,2017111400100267,대전광역시,여,987760,2017-11-14,온천2동
차대차 - 기타,1607,2017년 11월 14일 12시,3020053000,3020011100,봉명동,3000000000,3020000000,1817166,38세,여,유성구,교차로 - 교차로안,26세,2,2017111400100268,대전광역시,여,986421,2017-11-14,온천1동
차대차 - 기타,1608,2017년 11월 14일 13시,3020057000,3020014200,원촌동,3000000000,3020000000,1820740,60세,남,유성구,단일로 - 기타,38세,1,2017111400100303,대전광역시,여,991497,2017-11-14,전민동
차대차 - 기타,1609,2017년 11월 14일 14시,3020055000,3020013000,화암동,3000000000,3020000000,1823854,46세,남,유성구,단일로 - 기타,42세,1,2017111400100346,대전광역시,남,989070,2017-11-14,신성동
차대차 - 측면충돌,1610,2017년 11월 14일 15시,3020052000,3020010100,원내동,3000000000,3020000000,1811613,60세,남,유성구,단일로 - 기타,57세,1,2017111400100395,대전광역시,여,984794,2017-11-14,진잠동
차량단독 - 기타,1611,2017년 11월 14일 17시,3020054800,3020013900,반석동,3000000000,3020000000,1822183,51세,남,유성구,단일로 - 기타,,1,2017111400100466,대전광역시,,983073,2017-11-14,노은3동
차대차 - 측면충돌,1612,2017년 11월 14일 18시,3020060000,3020014600,관평동,3000000000,3020000000,1825354,44세,남,유성구,교차로 - 교차로횡단보도내,14세,1,2017111400100527,대전광역시,남,989764,2017-11-14,관평동
차대차 - 추돌,1613,2017년 11월 14일 23시,3020054000,3020012200,궁동,3000000000,3020000000,1819168,60세,남,유성구,교차로 - 교차로부근,63세,1,2017111400100681,대전광역시,남,985660,2017-11-14,온천2동
차량단독 - 공작물충돌,1614,2017년 11월 15일 04시,3020054000,3020012200,궁동,3000000000,3020000000,1818855,32세,남,유성구,단일로 - 기타,,1,2017111500100067,대전광역시,,985586,2017-11-15,온천2동
차대차 - 측면충돌,1615,2017년 11월 15일 08시,3020054000,3020012200,궁동,3000000000,3020000000,1818529,23세,남,유성구,교차로 - 교차로안,55세,1,2017111500100170,대전광역시,여,986646,2017-11-15,온천2동
차대차 - 측면충돌,1616,2017년 11월 15일 09시,3020057000,3020014000,문지동,3000000000,3020000000,1821403,33세,남,유성구,교차로 - 교차로안,51세,1,2017111500100189,대전광역시,여,990905,2017-11-15,전민동
차대차 - 측면충돌,1617,2017년 11월 15일 10시,3020060000,3020014600,관평동,3000000000,3020000000,1824618,62세,남,유성구,교차로 - 교차로안,44세,3,2017111500100222,대전광역시,남,989439,2017-11-15,관평동
차대차 - 측면충돌,1618,2017년 11월 15일 12시,3020060000,3020014600,관평동,3000000000,3020000000,1826045,43세,여,유성구,교차로 - 교차로안,45세,2,2017111500100289,대전광역시,남,990478,2017-11-15,관평동
차대사람 - 횡단중,1619,2017년 11월 15일 18시,3020054600,3020011900,노은동,3000000000,3020000000,1819214,29세,남,유성구,교차로 - 교차로안,49세,1,2017111500100554,대전광역시,남,984150,2017-11-15,노은1동
차대차 - 기타,1620,2017년 11월 15일 18시,3020052600,3020011300,덕명동,3000000000,3020000000,1816435,66세,남,유성구,단일로 - 기타,32세,1,2017111500100555,대전광역시,남,982245,2017-11-15,학하동
차대차 - 측면충돌,1621,2017년 11월 15일 20시,3020054000,3020011700,장대동,3000000000,3020000000,1818802,21세,남,유성구,교차로 - 교차로부근,55세,1,2017111500100628,대전광역시,남,984973,2017-11-15,온천2동
차대차 - 기타,1622,2017년 11월 15일 21시,3020054600,3020011900,노은동,3000000000,3020000000,1818889,46세,여,유성구,교차로 - 교차로안,52세,1,2017111500100653,대전광역시,남,983894,2017-11-15,노은1동
차대차 - 기타,1623,2017년 11월 15일 22시,3020054800,3020013900,반석동,3000000000,3020000000,1822103,43세,여,유성구,교차로 - 교차로부근,23세,3,2017111500100676,대전광역시,남,983116,2017-11-15,노은3동
차대차 - 기타,1624,2017년 11월 16일 08시,3020053000,3020011100,봉명동,3000000000,3020000000,1817722,31세,남,유성구,단일로 - 기타,55세,1,2017111600100156,대전광역시,남,986187,2017-11-16,온천1동
차대차 - 추돌,1625,2017년 11월 16일 13시,3020053000,3020011200,구암동,3000000000,3020000000,1818131,38세,남,유성구,교차로 - 교차로안,32세,1,2017111600100305,대전광역시,남,982550,2017-11-16,온천1동
차대차 - 추돌,1626,2017년 11월 16일 16시,3020052000,3020010300,대정동,3000000000,3020000000,1812997,62세,남,유성구,단일로 - 기타,37세,2,2017111600100397,대전광역시,여,983826,2017-11-16,진잠동
차대차 - 기타,1627,2017년 11월 16일 17시,3020054000,3020011700,장대동,3000000000,3020000000,1818029,미분류,기타불명,유성구,교차로 - 교차로안,59세,1,2017111600100435,대전광역시,남,984375,2017-11-16,온천2동
